AP881218-0003	1.8214735108821288E-4	3.948652768997957E-5	0.034842454254355115	0.001720524295543158	8.417443344043222E-5	2.147706278015545E-4	8.923378396082458E-5	0.0017828769942670214	9.19635234469189E-5	1.9852658016063677E-4	1.9568488930499288E-4	0.9565985652040973	0.0018808709949006343	1.3658643885458373E-4	9.810264794031637E-5	4.128267774190015E-5	8.578937322050963E-5	1.2565793929095106E-4	8.407367695042645E-5	9.13186831855206E-5	1.728021356385331E-4	8.357187786789482E-5	1.1809432106140867E-4	9.26069098613357E-5	5.150346901699066E-5	6.307569344715072E-5	2.3077357473011697E-4	2.7326192489943185E-4	6.437624845557302E-5	2.658429477811042E-4
AP880224-0195	1.8010937300289492E-4	3.904472780863786E-5	1.4083722787755953E-4	9.553657814896948E-4	8.323263741830628E-5	0.0822622713932332	8.823538077189165E-5	2.711126234226077E-4	9.093457823133528E-5	1.9630534105228128E-4	1.9349544480498306E-4	8.39264589041947E-5	0.036917512787015966	1.3505822465067552E-4	9.700501437375847E-5	4.0820781414346693E-5	8.482950824563065E-5	1.242519999512285E-4	8.313300825470607E-5	9.029695284467116E-5	1.7086871764796942E-4	8.263682361305059E-5	1.1677300819638052E-4	9.157076603756406E-5	5.09272161066552E-5	6.23699632776284E-5	2.2819153614893169E-4	2.7020450017615306E-4	0.8765058096928295	2.628685311976216E-4
AP881017-0144	0.06929760624177324	4.3059535468705043E-5	1.553189367545353E-4	2.3099521956739024E-4	9.179110482298066E-5	2.3420452509942817E-4	9.199151282220796E-4	0.0011215968803636681	1.002850043128657E-4	2.1649060629043312E-4	2.1339178004897702E-4	9.255626909885896E-5	0.06785961440203601	1.4894570255909233E-4	1.0697963826360751E-4	4.501821331131052E-5	9.355217526417098E-5	1.3702831852688263E-4	9.168123120509334E-5	9.958181454836345E-5	1.8843844024511757E-4	9.113402595164388E-5	1.2878029302350636E-4	0.0025688072146712202	0.8547447003936696	6.878320830144784E-5	2.516555267748453E-4	2.979885098997872E-4	7.020144631300065E-5	2.898982136124992E-4
AP881017-0219	2.071493998798321E-4	4.4906557605420814E-5	0.025898749456332366	2.4090367025949243E-4	9.57284487983903E-5	0.29707497690884244	1.0148225975320034E-4	3.1181507272771096E-4	1.0458669082504652E-4	0.3476721472334653	2.2254513800450113E-4	9.65264345002405E-5	0.04160208907877974	1.553346709211702E-4	1.1156848851245279E-4	0.004336410614476864	9.756505967571835E-5	1.4290609530550203E-4	9.561386219411634E-5	1.0385333800729228E-4	0.21295380500438973	9.504318478274769E-5	1.3430427393500583E-4	1.0531839023676473E-4	5.8572977508919425E-5	7.173363744528846E-5	2.624501933619437E-4	0.06379479877392964	7.321271022837228E-5	0.0037339023753150584
AP900117-0022	0.005392701929634459	1.2593655674283916E-4	4.5426249677126934E-4	0.003081478184210224	2.6846215490245395E-4	6.849797877185704E-4	2.845982200661425E-4	0.003280343079157663	2.933043284984351E-4	6.331717522406128E-4	6.241085911417902E-4	2.7070003678384986E-4	0.054116458962329125	4.3562264937967035E-4	0.92417260023139	1.316651169927634E-4	2.736127712556259E-4	4.0076778403888276E-4	2.6814080668160134E-4	2.912477039502538E-4	5.511273650341366E-4	2.6654039124049416E-4	3.766447199947465E-4	2.9535631621239496E-4	1.6426284932512028E-4	2.0117078182381793E-4	7.360188674205059E-4	8.715293018658577E-4	2.0531871351589534E-4	8.478675496811197E-4
AP880405-0167	5.881906724811606E-4	2.4800549126607853E-5	8.945741934612641E-5	0.4227521650214613	5.2867960133997346E-5	1.3489232447999074E-4	5.604561789400244E-5	1.72206141863497E-4	5.776010235714006E-5	1.2468982440967503E-4	0.001070481530722456	5.330866377855098E-5	0.04476984956769773	8.578669447557281E-5	6.161594047459253E-5	2.5928668265144305E-5	5.388226540962903E-5	7.89227637588498E-5	5.280467737842482E-5	5.735509352204613E-5	1.0853291248431904E-4	5.248950930652645E-5	7.417223499751039E-5	5.8164198065514674E-5	3.2348104233807935E-5	0.4354510202846522	6.187316473103679E-4	1.7162931737397575E-4	4.0433190908662994E-5	0.09302946710163096
AP880825-0239	2.8219936197988775E-4	0.9759303048208665	2.2066689360705592E-4	3.281827612596467E-4	1.3041074311536156E-4	3.327423307312686E-4	1.3824915240518915E-4	0.016786662880490997	1.424783148758202E-4	3.075755640840948E-4	3.031729562964119E-4	1.3149783801431775E-4	5.766065565216835E-4	2.1161222312369264E-4	1.5198960891771293E-4	6.395890607238936E-5	1.329127557598006E-4	1.9468079049055458E-4	1.3025464193120988E-4	1.4147926927203638E-4	2.677208981333999E-4	1.2947720882506528E-4	1.8296254026136177E-4	1.434751080466801E-4	7.979389219504397E-5	9.772264236005566E-5	3.5753556206874357E-4	0.0015920679496350862	9.973758131691578E-5	4.1186824734194545E-4
AP880325-0232	8.603788271580088E-4	1.8651587398596734E-4	6.727765852559615E-4	0.001000574548592266	3.976006232728329E-4	0.0010144759160752269	4.2149862695452423E-4	0.0012950995113637143	4.3439263855261397E-4	9.377466385200286E-4	9.243238210542919E-4	4.0091499445925696E-4	0.0017579773014054548	6.451704038807762E-4	4.6339098906306576E-4	1.9500004609079697E-4	4.0522884287423085E-4	5.935492873452882E-4	3.9712469677606084E-4	4.3134671499406915E-4	8.162364036745048E-4	3.947544327918844E-4	5.578222952011474E-4	4.3743169481853377E-4	2.4327827993472713E-4	2.9794005142548297E-4	0.9809668876151811	0.0012907614250072255	3.040832645225482E-4	0.0012557176497689708
AP880908-0056	0.005940416119775496	0.0012877837871488836	0.0046451315930953925	0.006908386154885005	0.0027452013893979224	0.0070043670238651035	0.0029102032255892045	0.008941909971717	0.0029992288872258055	0.006474595924367882	0.006381919165329481	0.002768085197554602	0.012137812286669053	0.004454526943526907	0.0031994456561439833	0.001346362068184644	0.0027978698155085636	0.00409811311381756	0.0027419153933412876	0.0029781985540334468	0.00563563832219354	0.002725550097107494	0.003851438982208357	0.0030202118057509023	0.001679695234352974	0.002057103020608896	0.007526275046849776	0.8699730957913085	0.0020995183392535518	0.00867000108918796
AP881105-0097	3.711121256637147E-4	8.045095983312236E-5	2.9019257653729115E-4	4.3158354888816157E-4	1.7149935332020955E-4	4.375797053176208E-4	1.8180741607755002E-4	0.0020955531588740207	1.8736906392551698E-4	0.0019414140981870935	0.9071876720562503	1.7292896002066185E-4	7.582784148096249E-4	0.003352145987214039	1.9987708848281916E-4	8.411048636368617E-5	1.7478967695666567E-4	2.560190125092881E-4	1.7129406921941387E-4	1.8605524827740926E-4	0.0034259328643527305	1.7027168968404403E-4	2.406086844309242E-4	1.886799174649777E-4	1.0493461338723556E-4	1.2851218825328138E-4	4.70184558564519E-4	0.07586634461804782	1.3116197553173837E-4	5.416358835543771E-4
